Sr_No,Date_dd/mm/yyyy,Startup_Name,Industry_Vertical,SubVertical,Country,City_Location,Investors_Name,Investment_Type,Amount_in_USD,Currency,Remarks
1012,14/04/2021,LumenLumen,Edtech,Test Prep,India,Bengaluru,IDG Capital,Seed,4981000,USD,Follow-on expected
1013,20/12/2018,EdgeCore,Healthtech,MedDevices,UK,London,Andreessen Horowitz; Seedcamp,Seed,3494000,USD,Acquired
1014,26/01/2018,SparkSync,E-commerce,Marketplaces,Netherlands,Amsterdam,SoftBank Vision Fund; Founders Fund,M&A,476169000,USD,Product pivot
1015,2/6/2020,WiseLumen,SaaS,Analytics,India,Bengaluru,Accel,Seed,2590000,USD,Series delayed
1016,5/5/2019,CloudSeedLoop,SaaS,Analytics,Singapore,Singapore,Falcon Edge,Growth,331866000,USD,Bridge round
1017,13/01/2021,EdgeLabsOrbit,AI,NLP,Netherlands,Amsterdam,Andreessen Horowitz; PayPal Ventures; Seedcamp,Series A,4585000,USD,Product pivot
1018,6/7/2017,CloudBridge,AI,Computer Vision,Mexico,Mexico City,Elevation Capital; Founders Fund,Seed,3022000,USD,Active
1019,24/08/2015,SparkSeed,CleanTech,WasteTech,South Africa,Johannesburg,500 Startups,Series A,7749000,USD,Follow-on expected
1020,28/07/2025,CorePulse,AI,Computer Vision,Canada,Toronto,General Catalyst; Bessemer Venture Partners,Series A,2925000,USD,Partnership announced
1021,3/9/2024,ForgeByte,Logistics,FreightTech,Netherlands,Amsterdam,Andreessen Horowitz; Founders Fund; Chiratae,Seed,4361000,USD,Product pivot
1022,29/09/2021,LinkNova,AgriTech,PrecisionAg,UK,London,SOSV; Lightspeed,Series B,65527000,USD,Partnership announced
1023,28/07/2019,SeedSpark,Healthtech,Health Analytics,UK,London,Chiratae,Seed,3485000,USD,Follow-on expected
1024,3/7/2019,SyncLoop,Edtech,K12,Australia,Sydney,General Catalyst; Tiger Global,Angel,235633,USD,Partnership announced
1025,27/01/2016,NovaOrbit,AI,Generative AI,Germany,Berlin,Sequoia Capital; Founders Fund; Angel: S. Gupta,Series A,0,USD,Undisclosed amount
1026,2/8/2020,LumenPulse,Biotech,Diagnostics,India,Bengaluru,Blume Ventures; Lightspeed,Series C,231239000,USD,Exited - IPO
1027,18/02/2024,NovaForge,Gaming,Esports,Mexico,Mexico City,Seedcamp; Blume Ventures,Angel,102761,USD,Active
1028,31/07/2020,ForgeEdge,Healthtech,Health Analytics,Australia,Sydney,Blume Ventures,Seed,1613000,USD,Bankruptcy proceeding
1029,2/8/2016,SparkPulse,CleanTech,WasteTech,Japan,Tokyo,PayPal Ventures,IPO,0,USD,Undisclosed amount
1030,29/11/2020,BridgeSeedLumen,Fintech,Lending,South Africa,Johannesburg,Elevation Capital,Seed,4461000,USD,Series delayed
1031,18/11/2019,ZenSpark,Logistics,FleetMgmt,Australia,Sydney,Khosla Ventures; Elevation Capital,Seed,3857000,USD,Active
1032,9/2/2017,FluxBridge,AI,Generative AI,Mexico,Mexico City,Khosla Ventures; Chiratae; Seedcamp; Angel: A. Kapoor,Angel,270893,USD,Product pivot
1033,11/12/2018,BytePeakWise,Logistics,FleetMgmt,Netherlands,Amsterdam,Khosla Ventures,Series B,13753000,USD,Product pivot
1034,28/12/2022,ZenSeed,Edtech,Test Prep,USA,San Francisco,Blume Ventures,Venture Debt,7120000,USD,Down round
1035,25/05/2022,LinkCore,AgriTech,PrecisionAg,USA,San Francisco,Y Combinator; Khosla Ventures; Accel,IPO,492446000,USD,Down round
1036,18/12/2022,FluxPulseHarbor,Biotech,Therapeutics,Israel,Tel Aviv,Benchmark; Bessemer Venture Partners,Seed,2165000,USD,Product pivot
1037,22/06/2020,ForgeNova,Biotech,Therapeutics,South Korea,Seoul,Lightspeed,Growth,222471000,USD,Partnership announced
1038,12/2/2025,ZenLink,Fintech,Lending,Israel,Tel Aviv,Y Combinator,Series B,39927000,USD,Series delayed
1039,6/6/2019,ZenLumen,E-commerce,Logistics,Australia,Sydney,Benchmark; Y Combinator,Series A,11553000,USD,Operational
1040,21/07/2023,ZenSyncWise,Logistics,LastMile,UAE,Dubai,Norwest,Series A,5738000,USD,Bankruptcy proceeding
1041,21/08/2025,MintCloud,Edtech,LMS,Mexico,Mexico City,SOSV; PayPal Ventures; Angel: A. Kapoor,Series C,131452000,USD,Follow-on expected
1042,7/3/2017,PeakVault,SaaS,HRTech,China,Beijing,SoftBank Vision Fund,Angel,0,USD,Undisclosed amount
1043,24/07/2018,LabsPeak,CleanTech,Energy Storage,India,Mumbai,Andreessen Horowitz,Series B,48629000,USD,Acquired
1044,3/9/2022,NovaCore,Logistics,LastMile,Mexico,Mexico City,Andreessen Horowitz,Series B,53172000,USD,Active
1045,5/7/2025,HarborCoreFlux,Biotech,Therapeutics,India,Mumbai,Tiger Global; Angel: L. Wang,Series C,48895000,USD,Partnership announced
1046,19/09/2016,LumenLoop,CleanTech,Solar,UAE,Dubai,Elevation Capital; 500 Startups; General Catalyst,Series B,56325000,USD,Down round
1047,12/8/2016,GridWise,Gaming,Esports,China,Beijing,SOSV; Angel: S. Gupta,M&A,947973000,USD,Product pivot
1048,27/01/2020,CoreGrid,Biotech,Genomics,France,Paris,Bessemer Venture Partners,Seed,3504000,USD,Exited - IPO
1049,8/3/2017,PeakForgeLoop,Gaming,Cloud Gaming,Israel,Tel Aviv,Seedcamp,Series B,37637000,USD,Operational
1050,15/05/2018,WiseBytePulse,Biotech,Diagnostics,Australia,Sydney,Founders Fund,Seed,1286000,USD,Down round
1051,25/06/2022,CloudVault,Edtech,LMS,Brazil,São Paulo,Lightspeed,Series A,16864000,USD,Partnership announced
1052,25/09/2024,EdgeSparkMint,Edtech,LMS,South Africa,Johannesburg,PayPal Ventures,Series C,136198000,USD,Bankruptcy proceeding
1053,4/1/2016,LoopPulse,AgriTech,PrecisionAg,Germany,Berlin,Sequoia Capital,Series C,76037000,USD,Product pivot
1054,21/11/2022,FluxFlux,SaaS,DevTools,UK,London,500 Startups,Angel,175412,USD,Acquired
1055,7/4/2020,CloudSeedSync,Edtech,Upskilling,Singapore,Singapore,Bessemer Venture Partners; Blume Ventures; Founders Fund,Series A,19861000,USD,Acquired
1056,9/8/2023,BridgeSeed,Edtech,LMS,Germany,Berlin,General Catalyst; Norwest,Series C,102799000,USD,Exited - IPO
1057,10/12/2024,ZenLink,AgriTech,Supply Chain,Japan,Tokyo,Falcon Edge; Matrix Partners; PayPal Ventures,Venture Debt,33502000,USD,Follow-on expected
1058,27/10/2023,LoopForge,Gaming,Cloud Gaming,Israel,Tel Aviv,PayPal Ventures; Khosla Ventures; Seedcamp,Seed,0,USD,Undisclosed amount
1059,20/02/2025,SparkMint,AgriTech,FarmTech,Singapore,Singapore,Benchmark,Angel,142495,USD,Follow-on expected
1060,9/7/2023,GridPeakZen,SaaS,DevTools,Canada,Toronto,Benchmark,Series A,16527000,USD,Exited - IPO
1061,28/05/2015,PeakCloudSeed,Edtech,K12,South Africa,Johannesburg,General Catalyst,Pre-Seed,54895,USD,Acquired by Strategic
1062,27/02/2018,ZenGrid,Logistics,ColdChain,South Korea,Seoul,SOSV; Benchmark; Founders Fund,Series B,27762000,USD,Partnership announced
1063,24/09/2015,BridgeSync,Gaming,Game Tools,Brazil,São Paulo,Y Combinator; SoftBank Vision Fund; Angel: S. Gupta,Venture Debt,2044000,USD,Acquired
1064,9/10/2024,HarborMint,Fintech,Payments,Netherlands,Amsterdam,Falcon Edge,Growth,351497000,USD,Partnership announced
1065,16/01/2015,PeakSync,Healthtech,Telemedicine,Israel,Tel Aviv,Seedcamp,Seed,0,USD,Undisclosed amount
1066,21/07/2020,SeedLinkSpark,Healthtech,Biotech,Netherlands,Amsterdam,Lightspeed,Series B,35856000,USD,Bridge round
1067,6/11/2024,BridgePulseSeed,AgriTech,PrecisionAg,Japan,Tokyo,Lightspeed,Seed,152960,USD,Acquired
1068,30/04/2018,WiseOrbitHarbor,Healthtech,MedDevices,Singapore,Singapore,Blume Ventures; Norwest; Elevation Capital,Growth,426028000,USD,Bridge round
1069,16/07/2020,VaultByte,E-commerce,Vertical Commerce,India,Mumbai,Blume Ventures; Angel: A. Kapoor,Series A,10445000,USD,Bankruptcy proceeding
1070,3/4/2025,SeedPeak,Biotech,Therapeutics,Japan,Tokyo,Falcon Edge,Pre-Seed,93408,USD,Bankruptcy proceeding
1071,7/7/2018,VaultPulseSync,Healthtech,Health Analytics,Netherlands,Amsterdam,Khosla Ventures,Series A,18121000,USD,Bankruptcy proceeding
1072,2/6/2023,WiseNova,AI,Generative AI,Japan,Tokyo,Norwest; 500 Startups; Andreessen Horowitz,Growth,194144000,USD,Follow-on expected
1073,10/8/2025,PulseLabs,Biotech,Genomics,China,Beijing,Chiratae; Blume Ventures,Angel,237740,USD,Active
1074,29/07/2024,CloudSyncPulse,Edtech,Test Prep,Netherlands,Amsterdam,Khosla Ventures,Seed,4272000,USD,Operational
1075,2/10/2015,SeedSpark,CleanTech,WasteTech,South Korea,Seoul,Chiratae; Angel: A. Kapoor,IPO,393212000,USD,Bankruptcy proceeding
1076,2/9/2022,WiseForgeLabs,SaaS,Analytics,India,Bengaluru,Elevation Capital; Blume Ventures; PayPal Ventures,Series A,2435000,USD,Bankruptcy proceeding
1077,24/02/2019,SyncPulse,E-commerce,Vertical Commerce,France,Paris,General Catalyst; Angel: L. Wang,Series C,98791000,USD,Exited - IPO
1078,2/6/2021,SeedBridge,AI,Generative AI,Canada,Toronto,Andreessen Horowitz; PayPal Ventures,Series A,13109000,USD,Bankruptcy proceeding
1079,30/08/2016,MintZenOrbit,SaaS,Analytics,South Africa,Johannesburg,Y Combinator,Series A,2651000,USD,Operational
1080,4/7/2024,SparkSync,E-commerce,Marketplaces,Japan,Tokyo,Benchmark; Seedcamp,Angel,111282,USD,Down round
1081,13/10/2021,PulseHarborPulse,AI,Robotics,Mexico,Mexico City,PayPal Ventures; General Catalyst,Series A,6903000,USD,Bankruptcy proceeding
1082,6/3/2024,FluxCloud,E-commerce,Marketplaces,India,Bengaluru,Norwest,Series A,18916000,USD,Down round
1083,24/03/2021,ForgeGrid,Fintech,Payments,South Korea,Seoul,Andreessen Horowitz; 500 Startups,Seed,4000000,USD,Exited - IPO
1084,21/09/2025,LabsByte,E-commerce,Logistics,Canada,Toronto,Falcon Edge,Seed,3903000,USD,Exited - IPO
1085,19/08/2018,LinkMint,AI,NLP,Netherlands,Amsterdam,Elevation Capital,Growth,221342000,USD,Bankruptcy proceeding
1086,24/06/2016,ZenZen,Fintech,Insurtech,Netherlands,Amsterdam,Sequoia Capital; SOSV,Series A,3321000,USD,Follow-on expected
1087,12/10/2015,CoreLumen,Logistics,FleetMgmt,India,Mumbai,PayPal Ventures; Tiger Global; Bessemer Venture Partners,Seed,3123000,USD,Active
1088,22/03/2025,SyncSync,Gaming,Cloud Gaming,Israel,Tel Aviv,500 Startups; Blume Ventures,Series A,5002000,USD,Active
1089,10/8/2017,EdgeOrbit,Logistics,LastMile,USA,San Francisco,Sequoia Capital,Series B,40269000,USD,Exited - IPO
1090,27/08/2019,ZenBytePulse,Gaming,Cloud Gaming,India,Bengaluru,Chiratae,Series A,0,USD,Undisclosed amount
1091,18/04/2024,CorePulse,SaaS,Analytics,India,Bengaluru,Matrix Partners,Angel,52271,USD,Follow-on expected
1092,15/11/2017,PulseMint,Gaming,Game Tools,Canada,Toronto,Lightspeed,Series A,19142000,USD,Bridge round
1093,6/4/2016,CoreLabs,Gaming,Game Tools,Japan,Tokyo,Chiratae; IDG Capital; Norwest,Pre-Seed,84084,USD,Product pivot
1094,3/3/2024,LoopGrid,SaaS,MarTech,South Africa,Johannesburg,Chiratae; Lightspeed,Series B,50079000,USD,Active
1095,25/04/2017,VaultCore,SaaS,DevTools,India,Bengaluru,Blume Ventures,Series A,12399000,USD,Product pivot
1096,1/12/2024,NovaForge,Biotech,Genomics,UAE,Dubai,Chiratae; SoftBank Vision Fund; Angel: A. Kapoor,Series A,11575000,USD,Active
1097,20/02/2017,VaultLoop,E-commerce,Marketplaces,Australia,Sydney,Matrix Partners,Series A,7352000,USD,Acquired
1098,15/06/2025,LabsHarbor,Gaming,Mobile Games,Australia,Sydney,Benchmark,Series C,94466000,USD,Product pivot
1099,23/01/2018,NovaSeed,Fintech,Lending,Singapore,Singapore,500 Startups; Falcon Edge,Pre-Seed,16284,USD,Bankruptcy proceeding
1100,22/03/2020,LinkNova,Edtech,Upskilling,UK,London,General Catalyst,Series A,14664000,USD,Bankruptcy proceeding
1101,20/10/2025,SyncSeed,Gaming,Mobile Games,Canada,Toronto,Benchmark; Angel: S. Gupta,Series B,74313000,USD,Operational
1102,6/8/2017,VaultByteFlux,Gaming,Mobile Games,South Africa,Johannesburg,Seedcamp,Growth,253724000,USD,Exited - IPO
1103,19/08/2016,VaultHarbor,AI,Generative AI,UAE,Dubai,Matrix Partners; SOSV,Series A,14525000,USD,Exited - IPO
1104,18/07/2020,LumenWiseLoop,AgriTech,FarmTech,France,Paris,Andreessen Horowitz; Chiratae,Series A,13658000,USD,Acquired by Strategic
1105,3/11/2016,MintOrbit,E-commerce,D2C,Netherlands,Amsterdam,Founders Fund,IPO,1436124000,USD,Partnership announced
1106,16/11/2024,OrbitLumen,AI,NLP,South Africa,Johannesburg,Norwest; Tiger Global,Seed,1826000,USD,Active
1107,3/10/2018,LabsMint,AgriTech,PrecisionAg,Canada,Toronto,SOSV; SoftBank Vision Fund; Chiratae,IPO,1477297000,USD,Product pivot
1108,18/09/2022,SyncHarbor,AI,Generative AI,Brazil,São Paulo,Matrix Partners,Series B,62721000,USD,Partnership announced
1109,9/6/2018,CoreFlux,SaaS,HRTech,Brazil,São Paulo,Tiger Global,Series C,295860000,USD,Down round
1110,19/08/2022,ZenCloud,Healthtech,MedDevices,India,Bengaluru,Blume Ventures,Pre-Seed,43769,USD,Operational
1111,29/05/2018,ForgeBridge,Biotech,Diagnostics,China,Beijing,Norwest,Pre-Seed,83323,USD,Operational
1112,23/04/2020,LumenLabs,AgriTech,PrecisionAg,UAE,Dubai,Accel,M&A,537865000,USD,Acquired by Strategic
1113,13/01/2016,SyncVault,AI,Generative AI,India,Bengaluru,Tiger Global; General Catalyst,Angel,265563,USD,Product pivot
1114,13/03/2021,GridPulseForge,Healthtech,Biotech,China,Beijing,General Catalyst; Sequoia Capital,Series C,159589000,USD,Acquired by Strategic
1115,18/08/2020,GridCloud,Gaming,Esports,South Africa,Johannesburg,IDG Capital,Growth,439208000,USD,Product pivot
1116,28/10/2016,FluxForge,Logistics,LastMile,Canada,Toronto,500 Startups,Series A,19339000,USD,Exited - IPO
1117,18/01/2024,LinkCoreByte,Gaming,Esports,UK,London,Norwest,Seed,4179000,USD,Bridge round
1118,13/08/2025,BridgeNovaGrid,AI,Generative AI,India,Mumbai,Andreessen Horowitz,Series B,25581000,USD,Operational
1119,16/02/2018,LumenSeed,Biotech,Therapeutics,Brazil,São Paulo,Y Combinator; Bessemer Venture Partners,Venture Debt,25215000,USD,Acquired by Strategic
1120,25/05/2021,PeakPulse,Healthtech,Health Analytics,France,Paris,Andreessen Horowitz; Y Combinator; Accel,Series A,19016000,USD,Operational
1121,11/4/2021,SyncPulse,Logistics,FreightTech,Nigeria,Lagos,Chiratae; Blume Ventures; Falcon Edge,Seed,660517,USD,Follow-on expected
1122,13/12/2020,FluxEdge,Biotech,Therapeutics,France,Paris,Chiratae,Pre-Seed,6594,USD,Exited - IPO
1123,15/03/2021,HarborLumenZen,CleanTech,Solar,India,Bengaluru,Y Combinator,Series B,74193000,USD,Follow-on expected
1124,21/08/2019,LoopSyncCloud,Logistics,FleetMgmt,UK,London,SoftBank Vision Fund,Series A,4436000,USD,Acquired by Strategic
1125,20/05/2019,ForgeSync,Biotech,Therapeutics,Netherlands,Amsterdam,SOSV,Series C,44853000,USD,Product pivot
1126,7/5/2015,ZenLumen,CleanTech,WasteTech,Singapore,Singapore,Tiger Global,Seed,4473000,USD,Acquired
1127,1/1/2021,MintFluxSpark,Edtech,K12,France,Paris,PayPal Ventures,Seed,2456000,USD,Series delayed
1128,27/10/2017,CloudCloudFlux,AgriTech,Supply Chain,UAE,Dubai,Founders Fund; IDG Capital; DST Global,Seed,4208000,USD,Bankruptcy proceeding
1129,14/02/2018,ForgeWise,AI,Robotics,India,Mumbai,Lightspeed; PayPal Ventures; IDG Capital,Series A,13694000,USD,Partnership announced
1130,10/3/2020,OrbitLinkLabs,AgriTech,Supply Chain,Australia,Sydney,Founders Fund; PayPal Ventures,Seed,3132000,USD,Product pivot
1131,16/03/2019,CoreSpark,E-commerce,D2C,India,Bengaluru,Elevation Capital,Series B,55281000,USD,Product pivot
1132,13/02/2024,CoreNovaZen,AgriTech,FarmTech,Nigeria,Lagos,Benchmark; Y Combinator,Angel,143549,USD,Down round
1133,19/09/2019,CloudByte,E-commerce,Logistics,Japan,Tokyo,Benchmark,IPO,1232499000,USD,Acquired by Strategic
1134,11/7/2023,ByteZen,CleanTech,Energy Storage,UAE,Dubai,Blume Ventures,Series A,12507000,USD,Bridge round
1135,10/2/2015,MintForge,Logistics,FreightTech,Israel,Tel Aviv,Chiratae,Series C,257238000,USD,Product pivot
1136,13/09/2016,LumenBridge,Biotech,Genomics,India,Mumbai,Founders Fund; Matrix Partners,Seed,4887000,USD,Exited - IPO
1137,9/1/2018,LabsLabs,Edtech,LMS,India,Bengaluru,Tiger Global; Falcon Edge; SOSV,Series A,2585000,USD,Down round
1138,17/06/2018,BridgeForge,SaaS,MarTech,Japan,Tokyo,Benchmark; Y Combinator; Accel,Series B,33293000,USD,Acquired by Strategic
1139,16/07/2024,CoreNovaLumen,SaaS,HRTech,UK,London,SOSV,Series A,16903000,USD,Bridge round
1140,8/5/2019,ForgePulse,Gaming,Cloud Gaming,South Korea,Seoul,General Catalyst,Series C,213765000,USD,Exited - IPO
1141,15/10/2017,FluxSyncCore,Healthtech,Biotech,Singapore,Singapore,Matrix Partners,Series C,141203000,USD,Bankruptcy proceeding
1142,25/03/2015,WiseVault,Fintech,Neobanking,UK,London,Matrix Partners,Series A,2734000,USD,Operational
1143,21/11/2016,BridgeHarbor,Healthtech,Biotech,Canada,Toronto,Benchmark,Angel,151097,USD,Series delayed
1144,19/10/2022,ByteCloudZen,SaaS,HRTech,China,Beijing,Blume Ventures,Angel,129841,USD,Series delayed
1145,30/06/2018,OrbitZen,CleanTech,Solar,Australia,Sydney,Blume Ventures,Seed,3757000,USD,Down round
1146,13/01/2025,SyncNova,AgriTech,PrecisionAg,South Africa,Johannesburg,General Catalyst,Series B,33615000,USD,Down round
1147,20/02/2019,LinkEdgeLumen,Healthtech,Telemedicine,Germany,Berlin,500 Startups,Seed,1599000,USD,Follow-on expected
1148,15/11/2016,SparkEdge,Fintech,Insurtech,Singapore,Singapore,Sequoia Capital,Series C,41123000,USD,Follow-on expected
1149,1/1/2023,LinkHarbor,AgriTech,Ag Marketplaces,South Africa,Johannesburg,Blume Ventures,Series C,278252000,USD,Bankruptcy proceeding
1150,6/6/2019,LumenVaultCore,Healthtech,Biotech,Israel,Tel Aviv,General Catalyst,Pre-Seed,65394,USD,Series delayed
1151,15/08/2024,EdgeByte,Gaming,Game Tools,Mexico,Mexico City,IDG Capital; Bessemer Venture Partners,Series A,15596000,USD,Down round
1152,12/7/2018,PulseNova,AI,Robotics,Germany,Berlin,Khosla Ventures,Series B,65353000,USD,Down round
1153,12/6/2019,EdgeNova,Gaming,Esports,Japan,Tokyo,Andreessen Horowitz; Elevation Capital,Growth,444410000,USD,Down round
1154,31/08/2019,SyncEdge,E-commerce,Logistics,China,Beijing,Lightspeed,Series A,17610000,USD,Partnership announced
1155,24/12/2018,LumenSparkByte,E-commerce,Vertical Commerce,USA,San Francisco,Bessemer Venture Partners; Tiger Global,Angel,212667,USD,Operational
1156,22/12/2022,CloudByteNova,AI,NLP,Australia,Sydney,Y Combinator,IPO,406365000,USD,Series delayed
1157,13/03/2018,ByteOrbit,Logistics,FreightTech,India,Bengaluru,500 Startups; Matrix Partners,Series A,13209000,USD,Bankruptcy proceeding
1158,3/9/2020,EdgeCore,CleanTech,WasteTech,South Korea,Seoul,Founders Fund; SOSV,Series C,49411000,USD,Exited - IPO
1159,21/06/2017,ByteFlux,CleanTech,EV Infrastructure,Israel,Tel Aviv,Norwest,Seed,1747000,USD,Active
1160,10/4/2025,NovaZen,SaaS,Analytics,South Africa,Johannesburg,Falcon Edge,Seed,1372000,USD,Follow-on expected
1161,7/2/2024,ForgeVault,E-commerce,Logistics,UK,London,General Catalyst; Y Combinator; Tiger Global,Seed,1489000,USD,Exited - IPO
1162,2/4/2015,SparkCloud,E-commerce,Vertical Commerce,Netherlands,Amsterdam,DST Global; SoftBank Vision Fund,Series A,19450000,USD,Exited - IPO
1163,29/08/2016,SyncSyncSync,E-commerce,Logistics,China,Beijing,Benchmark,Pre-Seed,82554,USD,Operational
1164,27/10/2016,SparkPeakZen,Healthtech,Health Analytics,South Korea,Seoul,Khosla Ventures,Series C,255105000,USD,Exited - IPO
1165,26/02/2019,FluxSync,Fintech,Lending,China,Beijing,Accel,Series C,112703000,USD,Operational
1166,6/11/2016,LinkForge,CleanTech,WasteTech,South Africa,Johannesburg,Khosla Ventures; SoftBank Vision Fund,Seed,3708000,USD,Exited - IPO
1167,14/01/2016,HarborEdgeByte,Healthtech,Telemedicine,UK,London,Bessemer Venture Partners,Seed,171218,USD,Active
1168,25/12/2015,LinkFlux,Fintech,Neobanking,Australia,Sydney,Seedcamp; Matrix Partners,M&A,394813000,USD,Acquired by LogiX
1169,8/4/2018,OrbitZenForge,Fintech,Payments,India,Bengaluru,General Catalyst; Y Combinator,Series C,239844000,USD,Bridge round
1170,8/3/2018,CoreMint,CleanTech,EV Infrastructure,Singapore,Singapore,DST Global,Series B,79108000,USD,Partnership announced
1171,9/9/2019,FluxPeak,CleanTech,WasteTech,France,Paris,Seedcamp,IPO,707986000,USD,Exited - IPO
1172,13/01/2020,EdgeVault,CleanTech,Solar,Israel,Tel Aviv,Y Combinator,Pre-Seed,12700,USD,Acquired
1173,30/06/2022,LumenVaultBridge,AI,Robotics,South Africa,Johannesburg,Y Combinator,Seed,4140000,USD,Bridge round
1174,15/05/2019,SparkGrid,SaaS,Analytics,USA,San Francisco,Tiger Global; Angel: S. Gupta,Angel,214888,USD,Partnership announced
1175,30/09/2024,CloudWise,AI,Generative AI,Israel,Tel Aviv,Falcon Edge; Seedcamp,Series C,256747000,USD,Acquired
1176,5/3/2025,VaultLink,AI,NLP,USA,San Francisco,General Catalyst,Venture Debt,0,USD,Undisclosed amount
1177,30/03/2024,PulsePulseEdge,Fintech,Insurtech,Netherlands,Amsterdam,Y Combinator,Series C,230266000,USD,Exited - IPO
1178,15/03/2023,GridVault,Logistics,FreightTech,Brazil,São Paulo,DST Global; Lightspeed; Bessemer Venture Partners,Series A,19741000,USD,Bankruptcy proceeding
1179,15/09/2015,WiseGrid,Logistics,ColdChain,USA,San Francisco,Elevation Capital,Seed,250281,USD,Bankruptcy proceeding
1180,22/12/2017,OrbitSync,AI,NLP,Japan,Tokyo,Chiratae; Falcon Edge,Seed,424726,USD,Active
1181,16/08/2023,PeakByteSpark,CleanTech,Solar,China,Beijing,Benchmark; Founders Fund; Bessemer Venture Partners; Angel: S. Gupta,Pre-Seed,11260,USD,Bankruptcy proceeding
1182,11/5/2022,NovaPeak,Gaming,Game Tools,Germany,Berlin,PayPal Ventures,Growth,228857000,USD,Acquired by Strategic
1183,14/07/2022,WiseLink,Gaming,Esports,UAE,Dubai,SOSV; Benchmark; Blume Ventures,Pre-Seed,22023,USD,Acquired by Strategic
1184,2/3/2022,ZenEdge,Edtech,Test Prep,Germany,Berlin,Founders Fund,Series C,185037000,USD,Acquired
1185,4/8/2023,GridOrbitLabs,Fintech,Neobanking,UK,London,Y Combinator; 500 Startups; PayPal Ventures,Series C,174983000,USD,Operational
1186,22/10/2017,NovaForgeZen,E-commerce,Marketplaces,France,Paris,Lightspeed,Series C,219644000,USD,Acquired
1187,25/10/2018,WiseLabs,AI,NLP,Brazil,São Paulo,Elevation Capital,Series C,134244000,USD,Series delayed
1188,11/5/2024,SparkLumenGrid,Biotech,Genomics,Singapore,Singapore,SOSV; Seedcamp; Angel: R. Sharma,Seed,4155000,USD,Acquired by Strategic
1189,11/4/2022,WiseVault,AI,NLP,USA,San Francisco,Matrix Partners; Angel: S. Gupta,Pre-Seed,29652,USD,Active
1190,23/04/2020,LumenLumen,CleanTech,Energy Storage,Israel,Tel Aviv,Y Combinator,Growth,339249000,USD,Product pivot
1191,13/08/2015,PeakEdge,Healthtech,Telemedicine,Netherlands,Amsterdam,Khosla Ventures; Sequoia Capital,Seed,4605000,USD,Product pivot
1192,14/04/2023,WiseNova,Biotech,Genomics,Canada,Toronto,IDG Capital; Matrix Partners; Tiger Global,Seed,3556000,USD,Active
1193,18/12/2017,MintLabs,AI,NLP,UK,London,Y Combinator; Matrix Partners,Growth,301833000,USD,Follow-on expected
1194,26/02/2021,SeedLumenFlux,AgriTech,PrecisionAg,India,Mumbai,Founders Fund; Tiger Global,Pre-Seed,45827,USD,Series delayed
1195,2/8/2015,ZenLabs,Healthtech,Biotech,USA,San Francisco,PayPal Ventures,Seed,0,USD,Undisclosed amount
1196,15/07/2025,SyncZenMint,CleanTech,Energy Storage,UAE,Dubai,Benchmark,Series C,247964000,USD,Follow-on expected
1197,29/07/2019,PeakOrbit,AgriTech,PrecisionAg,India,Bengaluru,Chiratae,Series A,6250000,USD,Bridge round
1198,2/4/2024,FluxLoopEdge,SaaS,Analytics,Nigeria,Lagos,Chiratae,Seed,3705000,USD,Acquired by Strategic
1199,6/1/2015,CoreBridge,Biotech,Diagnostics,Canada,Toronto,Benchmark; Elevation Capital,Seed,1146000,USD,Down round
1200,20/10/2017,ByteVaultZen,Edtech,Upskilling,South Africa,Johannesburg,Sequoia Capital,Seed,2187000,USD,Partnership announced
1201,30/10/2018,GridEdge,SaaS,DevTools,Germany,Berlin,Seedcamp; Accel,Series A,9053000,USD,Follow-on expected
1202,5/4/2017,EdgePulseCore,Healthtech,Health Analytics,Netherlands,Amsterdam,Chiratae; Benchmark,M&A,407652000,USD,Acquired by MegaTech
1203,7/5/2024,VaultGrid,E-commerce,Logistics,USA,San Francisco,Sequoia Capital,Seed,3735000,USD,Series delayed
1204,21/07/2023,ZenBridgeGrid,Biotech,Therapeutics,Australia,Sydney,Accel,Seed,2443000,USD,Exited - IPO
1205,22/06/2017,EdgeNova,SaaS,Analytics,India,Bengaluru,Norwest; Benchmark,Series B,46992000,USD,Down round
1206,9/11/2017,LabsCloudPeak,Biotech,Genomics,Nigeria,Lagos,SOSV,Series A,6855000,USD,Series delayed
1207,27/09/2017,LumenForgeBridge,Biotech,Therapeutics,UK,London,Khosla Ventures,Series A,5594000,USD,Series delayed
1208,16/09/2019,MintNovaSpark,Gaming,Cloud Gaming,Brazil,São Paulo,Seedcamp,Pre-Seed,7565,USD,Down round
1209,10/6/2024,BridgeBridgeLoop,E-commerce,Logistics,Canada,Toronto,Elevation Capital,Series B,46499000,USD,Acquired
1210,12/7/2020,WiseLumen,AgriTech,Supply Chain,India,Mumbai,SoftBank Vision Fund,Seed,2920000,USD,Active
1211,14/04/2023,LabsPeak,Healthtech,MedDevices,India,Mumbai,Bessemer Venture Partners,Series A,3472000,USD,Series delayed
1212,3/8/2019,CloudHarbor,Edtech,Upskilling,India,Bengaluru,Accel,Seed,912488,USD,Bankruptcy proceeding
1213,8/1/2021,HarborSyncByte,SaaS,HRTech,Netherlands,Amsterdam,Benchmark,IPO,1363775000,USD,Operational
1214,14/02/2016,OrbitBridge,Logistics,FleetMgmt,India,Bengaluru,Lightspeed; Bessemer Venture Partners,IPO,1101299000,USD,Down round
